#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
6544	spectra_filtered.mgf	*..*		:1737	5493	-1	0	175.112	1	0.953806	0	0	624677.0	7349420.0	Spectral Match to (-)-Perillyl alcohol from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf6544	-1	GNPS-NIST14-MATCHES.mgf	207.91				6	0	0.0364075	175.148	0	CCMSLIB00003139980
12578	spectra_filtered.mgf	*..*		:7964	26427	-1	0	315.195	1	0.953557	0	0	182.06	3838680.0	1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid [M+H]+	MONA	temp/spectra_filtered.mgf12578	-1	MONA.mgf	6.48702				13	0	0.00204468	315.197	0	CCMSLIB00004699027
4921	spectra_filtered.mgf	*..*		:2232	2688	-1	0	271.096	1	0.953385	0	0	26035600.0	58803800.0	Spectral Match to 5-Hydroxy-7-methoxyflavanone from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4921	-1	GNPS-NIST14-MATCHES.mgf	2.36399				10	0	0.000640869	271.097	0	CCMSLIB00003137175
2477	spectra_filtered.mgf	*..*		:105	105	-1	0	177.055	1	0.952971	0	0	2656210.0	136855000.0	umbelliferone methyl ether M+H	GNPS-SAM-SIK-KANG-LEGACY-LIBRARY	temp/spectra_filtered.mgf2477	-1	GNPS-SAM-SIK-KANG-LEGACY-LIBRARY.mgf	0.0861811				6	0	1.52588e-05	177.055	0	CCMSLIB00010007801
2382	spectra_filtered.mgf	*..*		:16029	28028	-1	0	433.113	1	0.952961	0	0	1276.0	272737000.0	Massbank:PR302431 Kaempferol-3-O-rhamnoside M+H	MASSBANK	temp/spectra_filtered.mgf2382	-1	MASSBANK.mgf	0.634149				7	0	0.000274658	433.113	0	CCMSLIB00005741580
10390	spectra_filtered.mgf	*..*		:2373	479	-1	0	782.566	1	0.952947	0	0	11173600.0	4523570.0	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf10390	-1	GNPS-NIST14-MATCHES.mgf	27.3758				7	0	0.0214233	782.587	0	CCMSLIB00003134965
7553	spectra_filtered.mgf	*..*		:3738	4340	-1	0	277.216	1	0.952808	0	0	1654100.0	5337870.0	Spectral Match to 9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf7553	-1	GNPS-NIST14-MATCHES.mgf	3.41266				11	0	0.000946045	277.217	0	CCMSLIB00003138827
8432	spectra_filtered.mgf	*..*		:2489	5545	-1	0	496.339	1	0.952753	0	0	1695730.0	31232800.0	Spectral Match to Lyso-PC(16:0) from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8432	-1	GNPS-NIST14-MATCHES.mgf	3.75061				10	0	0.00186157	496.337	0	CCMSLIB00003140032
3381	spectra_filtered.mgf	*..*		:1784	4747	-1	0	273.076	1	0.952639	0	0	981725.0	21455400.0	Spectral Match to Naringenin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf3381	-1	GNPS-NIST14-MATCHES.mgf	0.335265				7	0	9.15527e-05	273.076	0	CCMSLIB00003139234
2336	spectra_filtered.mgf	*..*		:1703	2751	-1	0	305.07	1	0.952544	0	0	3452970.0	131355000.0	Spectral Match to 3,5,7,3',4'-Pentahydroxyflavanone from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2336	-1	GNPS-NIST14-MATCHES.mgf	13.6047				9	0	0.00415039	305.066	0	CCMSLIB00003137238
4618	spectra_filtered.mgf	*..*		:3006	627	-1	0	271.1	1	0.952504	0	0	21470900.0	3614400.0	Spectral Match to 5-Hydroxy-7-methoxyflavanone from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf4618	-1	GNPS-NIST14-MATCHES.mgf	10.6941				9	0	0.00289917	271.097	0	CCMSLIB00003135113
11314	spectra_filtered.mgf	*..*		:2601	4465	-1	0	782.568	1	0.9524	0	0	10148400.0	6965490.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf11314	-1	GNPS-NIST14-MATCHES.mgf	7.56536				8	0	0.00592041	782.574	0	CCMSLIB00003138952
11523	spectra_filtered.mgf	*..*		:2463	2742	-1	0	782.571	1	0.952243	0	0	550572.0	10123500.0	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf11523	-1	GNPS-NIST14-MATCHES.mgf	0.545952				7	0	0.000427246	782.571	0	CCMSLIB00003137229
9066	spectra_filtered.mgf	*..*		:2446	7522	-1	0	203.179	1	0.952063	0	0	5870340.0	5437080.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol M-H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf9066	-1	GNPS-LIBRARY.mgf	3.07911				10	0	0.00062561	203.18	0	CCMSLIB00005725033
3697	spectra_filtered.mgf	*..*		:1	5128	-1	0	437.145	1	0.951898	0	0	13396700.0	36399700.0	phloridzin-emf M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf3697	-1	GNPS-LIBRARY.mgf	1.2566				20	0	0.000549316	437.144	0	CCMSLIB00005463720
8303	spectra_filtered.mgf	*..*		:4941	5387	-1	0	201.164	1	0.951766	0	0	455951.0	5756030.0	(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf8303	-1	BERKELEY-LAB.mgf	0.227557				8	0	4.57764e-05	201.164	0	CCMSLIB00010107375
1915	spectra_filtered.mgf	*..*		:770	2628	-1	0	449.11	1	0.951705	0	0	393612.0	35024600.0	kaempferol-3-O-glucoside M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf1915	-1	GNPS-LIBRARY.mgf	3.87322				9	0	0.0017395	449.108	0	CCMSLIB00000578399
2419	spectra_filtered.mgf	*..*		:11348	11794	-1	0	579.171	1	0.951546	0	0	6033470.0	73667800.0	CHEMBL1327126 CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf2419	-1	BERKELEY-LAB.mgf	0.526918				16	0	0.000305176	579.171	0	CCMSLIB00010113782
6767	spectra_filtered.mgf	*..*		:2528	7090	-1	0	201.164	1	0.951097	0	0	525871.0	7101950.0	1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene M-2H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf6767	-1	GNPS-LIBRARY.mgf	0.151705				8	0	3.05176e-05	201.164	0	CCMSLIB00005724601
1295	spectra_filtered.mgf	*..*		:1	170	-1	0	579.149	1	0.950924	0	0	4.6109	9441540.0	Procyanidin_B6 M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf1295	-1	WINE-DB-ORBITRAP.mgf	1.47543				16	0	0.000854492	579.15	0	CCMSLIB00013639200
4578	spectra_filtered.mgf	*..*		:4941	5387	-1	0	201.164	1	0.95088	0	0	455951.0	6082500.0	(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf4578	-1	BERKELEY-LAB.mgf	0.151705				9	0	3.05176e-05	201.164	0	CCMSLIB00010107375
11420	spectra_filtered.mgf	*..*		:7963	26426	-1	0	315.195	1	0.950845	0	0	159.908	9744680.0	1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid [M+H]+	MONA	temp/spectra_filtered.mgf11420	-1	MONA.mgf	8.61709				12	0	0.00271606	315.198	0	CCMSLIB00004699026
2792	spectra_filtered.mgf	*..*		:1703	2751	-1	0	305.07	1	0.950754	0	0	3452970.0	14482100.0	Spectral Match to 3,5,7,3',4'-Pentahydroxyflavanone from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2792	-1	GNPS-NIST14-MATCHES.mgf	15.4053				9	0	0.00469971	305.065	0	CCMSLIB00003137238
10231	spectra_filtered.mgf	*..*		:7092	13912	-1	0	303.232	1	0.950659	0	0	2224660000.0	102954000.0	sandaracopimaric acid M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf10231	-1	GNPS-LIBRARY.mgf	15.8006				13	0	0.00479126	303.237	0	CCMSLIB00012060271
10732	spectra_filtered.mgf	*..*		:2373	479	-1	0	782.566	1	0.950523	0	0	11173600.0	9694560.0	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf10732	-1	GNPS-NIST14-MATCHES.mgf	27.5317				7	0	0.0215454	782.588	0	CCMSLIB00003134965
12767	spectra_filtered.mgf	*..*		:2601	4465	-1	0	782.568	1	0.950416	0	0	10148400.0	2128730.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf12767	-1	GNPS-NIST14-MATCHES.mgf	2.18382				8	0	0.00170898	782.57	0	CCMSLIB00003138952
2087	spectra_filtered.mgf	*..*		:290	3642	-1	0	479.116	1	0.950402	0	0	557470.0	33433100.0	Spectral Match to Isorhamnetin 3-O-glucoside from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2087	-1	GNPS-NIST14-MATCHES.mgf	5.7963				12	0	0.0027771	479.119	0	CCMSLIB00003138129
13477	spectra_filtered.mgf	*..*		:3730	5685	-1	0	335.258	1	0.950323	0	0	262535.0	2071520.0	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf13477	-1	GNPS-NIST14-MATCHES.mgf	22.3017				10	0	0.00747681	335.265	0	CCMSLIB00003140172
10905	spectra_filtered.mgf	*..*		:2601	4465	-1	0	782.568	1	0.950154	0	0	10148400.0	27535500.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf10905	-1	GNPS-NIST14-MATCHES.mgf	7.1754				8	0	0.00561523	782.574	0	CCMSLIB00003138952
2313	spectra_filtered.mgf	*..*		:472	7277	-1	0	327.159	1	0.950142	0	0	29478300.0	23134100.0	2,3-bis[(4-hydroxy-3-methoxyphenyl)methyl]butane-1,4-diol M-2H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf2313	-1	GNPS-LIBRARY.mgf	3.07826				11	0	0.00100708	327.16	0	CCMSLIB00005724788
11119	spectra_filtered.mgf	*..*		:2463	2742	-1	0	782.571	1	0.950068	0	0	550572.0	10444600.0	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf11119	-1	GNPS-NIST14-MATCHES.mgf	0.935917				6	0	0.000732422	782.57	0	CCMSLIB00003137229
451	spectra_filtered.mgf	*..*		:22660	23106	-1	0	153.018	1	0.949969	0	0	191546.0	771942.0	Gallic acid CollisionEnergy:205060 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf451	-1	BERKELEY-LAB.mgf	3.09129				6	0	0.000473022	153.018	0	CCMSLIB00010125096
8377	spectra_filtered.mgf	*..*		:2446	7522	-1	0	203.179	1	0.949893	0	0	5870340.0	3728000.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol M-H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf8377	-1	GNPS-LIBRARY.mgf	10.8895				10	0	0.00221252	203.181	0	CCMSLIB00005725033
1840	spectra_filtered.mgf	*..*		:521	606	-1	0	161.059	1	0.949758	0	0	4117750.0	38886200.0	4-HYDROXY-3-METHOXYCINNAMALDEHYDE M-H2O+H	LEAFBOT	temp/spectra_filtered.mgf1840	-1	LEAFBOT.mgf	5.58968				6	0	0.000900269	161.06	0	CCMSLIB00011431663
10638	spectra_filtered.mgf	*..*		:2524	4308	-1	0	758.569	1	0.949729	0	0	8794860.0	3759020.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf10638	-1	GNPS-NIST14-MATCHES.mgf	1.12645				7	0	0.000854492	758.57	0	CCMSLIB00003138795
2250	spectra_filtered.mgf	*..*		:521	606	-1	0	161.059	0	0.949707	0	0	4117750.0	5774320.0	4-HYDROXY-3-METHOXYCINNAMALDEHYDE M-H2O+H	LEAFBOT	temp/spectra_filtered.mgf2250	-1	LEAFBOT.mgf	5.96864				6	0	0.000961304	161.06	0	CCMSLIB00011431663
1077	spectra_filtered.mgf	*..*		:1	170	-1	0	579.149	1	0.949582	0	0	4.6109	146151000.0	Procyanidin_B6 M+H	WINE-DB-ORBITRAP	temp/spectra_filtered.mgf1077	-1	WINE-DB-ORBITRAP.mgf	0.948489				16	0	0.000549316	579.15	0	CCMSLIB00013639200
8795	spectra_filtered.mgf	*..*		:3876	283	-1	0	510.356	1	0.949522	0	0	1629340.0	5528920.0	Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8795	-1	GNPS-NIST14-MATCHES.mgf	0.89695				9	0	0.000457764	510.356	0	CCMSLIB00003134769
6648	spectra_filtered.mgf	*..*		:9548	9994	-1	0	231.138	1	0.949507	0	0	2011200.0	489572000.0	Dehydrocostus lactone CollisionEnergy:102040 M+H	BERKELEY-LAB	temp/spectra_filtered.mgf6648	-1	BERKELEY-LAB.mgf	0.594143				10	0	0.000137329	231.138	0	CCMSLIB00010111982
2589	spectra_filtered.mgf	*..*		:82889	82888	-1	0	449.108	1	0.949455	0	0	114.796	31169300.0	Trifolin [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf2589	-1	MSNLIB-POSITIVE.mgf	0.271806				11	0	0.00012207	449.108	0	CCMSLIB00012434003
8546	spectra_filtered.mgf	*..*		:3808	2957	-1	0	205.195	1	0.949203	0	0	877444.0	3702960.0	Spectral Match to .alpha.-Bisabolol from NIST14 M+H-H2O	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8546	-1	GNPS-NIST14-MATCHES.mgf	3.04886				8	0	0.00062561	205.196	0	CCMSLIB00003137444
2543	spectra_filtered.mgf	*..*		:16029	28028	-1	0	433.113	1	0.949194	0	0	1276.0	646595000.0	Massbank:PR302431 Kaempferol-3-O-rhamnoside M+H	MASSBANK	temp/spectra_filtered.mgf2543	-1	MASSBANK.mgf	0.422766				6	0	0.000183105	433.113	0	CCMSLIB00005741580
8249	spectra_filtered.mgf	*..*		:9369	9815	-1	0	205.195	1	0.949122	0	0	3462530.0	8246690.0	farnesol CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf8249	-1	BERKELEY-LAB.mgf	6.02335				8	0	0.00123596	205.194	0	CCMSLIB00010111803
1785	spectra_filtered.mgf	*..*		:850	926	-1	0	459.092	1	0.948987	0	0	163436.0	8347710.0	Spectral Match to Epigallocatechin gallate from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1785	-1	GNPS-NIST14-MATCHES.mgf	2.39306				11	0	0.00109863	459.093	0	CCMSLIB00003135412
1100	spectra_filtered.mgf	*..*		:217	2315	-1	0	423.128	1	0.948916	0	0	124609.0	21198400.0	NCGC00385223-01!(2R,3S)-7-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5-diol M+H	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf1100	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	1.65885				11	0	0.000701904	423.129	0	CCMSLIB00000848636
13625	spectra_filtered.mgf	*..*		:2363	2363	-1	0	388.357	1	0.948906	0	0	4278790.0	8720170.0	Candidate 2-phenethylamine-C18:0 (delta mass:266.2609) M+H	GNPS-N-ACYL-LIPIDS-MASSQL	temp/spectra_filtered.mgf13625	-1	GNPS-N-ACYL-LIPIDS-MASSQL.mgf	0.471488				6	0	0.000183105	388.357	0	CCMSLIB00012717761
8560	spectra_filtered.mgf	*..*		:3211	1208	-1	0	203.107	1	0.948896	0	0	581022.0	3818100.0	Spectral Match to Bolasterone from NIST14 203.1	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8560	-1	GNPS-NIST14-MATCHES.mgf	365.567				8	0	0.0742493	203.181	0	CCMSLIB00003135694
2788	spectra_filtered.mgf	*..*		:15424	33887	-1	0	771.234	1	0.948864	0	0	148.474	28246800.0	Xanthorhamnin [M+H]+	MONA	temp/spectra_filtered.mgf2788	-1	MONA.mgf	0.237419				16	0	0.000183105	771.234	0	CCMSLIB00004706487
2203	spectra_filtered.mgf	*..*		:255	693	-1	0	595.165	1	0.948241	0	0	514699.0	45088900.0	NCGC00384751-01!5-hydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one M+H	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf2203	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	0.61531				11	0	0.000366211	595.165	0	CCMSLIB00000846403
2264	spectra_filtered.mgf	*..*		:1277	3549	-1	0	479.119	1	0.948238	0	0	1500820.0	49751100.0	Spectral Match to Isorhamnetin 3-O-glucoside from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf2264	-1	GNPS-NIST14-MATCHES.mgf	0.700647				9	0	0.000335693	479.119	0	CCMSLIB00003138036
2148	spectra_filtered.mgf	*..*		:6046	24509	-1	0	517.134	1	0.948189	0	0	126.038	6140780.0	3,4-di-O-caffeoylquinic acid [M+H]+	MONA	temp/spectra_filtered.mgf2148	-1	MONA.mgf	0.354077				9	0	0.000183105	517.134	0	CCMSLIB00004697109
1519	spectra_filtered.mgf	*..*		:832	3790	-1	0	209.044	1	0.948119	0	0	3894770.0	15812800.0	Spectral Match to Fraxetin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1519	-1	GNPS-NIST14-MATCHES.mgf	4.16061				7	0	0.000869751	209.045	0	CCMSLIB00003138277
62	spectra_filtered.mgf	*..*		:26	695	-1	0	203.15	1	0.9481	0	0	11899000.0	29527300.0	N,N-DIMETHYLARGININE M+H	GNPS-MSMLS	temp/spectra_filtered.mgf62	-1	GNPS-MSMLS.mgf	2.92933				8	0	0.000595093	203.151	0	CCMSLIB00005464446
2318	spectra_filtered.mgf	*..*		:263	1122	-1	0	600.265	1	0.948074	0	0	198584.0	17186300.0	NCGC00180141-02!2-[[7-hydroxy-1-(4-hydroxy-3,5-dimethoxyphenyl)-3-(hydroxymethyl)-6,8-dimethoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol M+NH4	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf2318	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	0.711762				8	0	0.000427246	600.265	0	CCMSLIB00000847309
10612	spectra_filtered.mgf	*..*		:7964	26427	-1	0	315.195	1	0.947941	0	0	182.06	17598900.0	1,4a-dimethyl-9-oxo-7-propan-2-yl-3,4,10,10a-tetrahydro-2H-phenanthrene-1-carboxylic acid [M+H]+	MONA	temp/spectra_filtered.mgf10612	-1	MONA.mgf	4.74424				14	0	0.00149536	315.197	0	CCMSLIB00004699027
13276	spectra_filtered.mgf	*..*		:11263	11709	-1	0	273.258	1	0.947836	0	0	2193930.0	2881970.0	Manool CollisionEnergy:102040 M+H-H2O	BERKELEY-LAB	temp/spectra_filtered.mgf13276	-1	BERKELEY-LAB.mgf	23.3412				11	0	0.00637817	273.264	0	CCMSLIB00010113697
10921	spectra_filtered.mgf	*..*		:2373	479	-1	0	782.566	1	0.947763	0	0	11173600.0	9752880.0	Spectral Match to 1,2-Dilinoleoyl-sn-glycero-3-phosphocholine from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf10921	-1	GNPS-NIST14-MATCHES.mgf	27.6877				7	0	0.0216675	782.588	0	CCMSLIB00003134965
3779	spectra_filtered.mgf	*..*		:313	1306	-1	0	512.249	1	0.947225	0	0	142607.0	151514000.0	NCGC00169998-02!(2R,3R,4S,5S,6R)-2-[(3R)-1,7-bis(3,4-dihydroxyphenyl)heptan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol M+NH4	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf3779	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	0.595757				13	0	0.000305176	512.249	0	CCMSLIB00000847564
3623	spectra_filtered.mgf	*..*		:89312	89311	-1	0	447.129	1	0.947035	0	0	102.201	9337510.0	GPHMI [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf3623	-1	MSNLIB-POSITIVE.mgf	1.02378				7	0	0.000457764	447.129	0	CCMSLIB00012440564
1485	spectra_filtered.mgf	*..*		:99714	99713	-1	0	433.134	1	0.946743	0	0	124.168	75599700.0	Licoagroside B [M+H]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1485	-1	MSNLIB-POSITIVE.mgf	0.915949				8	0	0.000396729	433.134	0	CCMSLIB00012450966
1982	spectra_filtered.mgf	*..*		:832	3790	-1	0	209.044	1	0.94657	0	0	3894770.0	2024460.0	Spectral Match to Fraxetin from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1982	-1	GNPS-NIST14-MATCHES.mgf	3.94163				9	0	0.000823975	209.045	0	CCMSLIB00003138277
2325	spectra_filtered.mgf	*..*		:246	2342	-1	0	757.218	1	0.946557	0	0	550234.0	24017700.0	NCGC00385112-01!2-(3,4-dihydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5,7-dihydroxychromen-4-one M+H	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	temp/spectra_filtered.mgf2325	-1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE.mgf	0.72544				17	0	0.000549316	757.219	0	CCMSLIB00000848668
2213	spectra_filtered.mgf	*..*		:16212	28211	-1	0	449.108	1	0.94613	0	0	3317.0	3380500.0	Massbank:PR302202 Luteolin-8-C-glucoside M+H	MASSBANK	temp/spectra_filtered.mgf2213	-1	MASSBANK.mgf	1.49493				14	0	0.000671387	449.109	0	CCMSLIB00005741763
6094	spectra_filtered.mgf	*..*		:2446	7522	-1	0	203.179	1	0.946067	0	0	5870340.0	11047700.0	1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol M-H2O+H	GNPS-LIBRARY	temp/spectra_filtered.mgf6094	-1	GNPS-LIBRARY.mgf	3.83011				9	0	0.000778198	203.18	0	CCMSLIB00005725033
1494	spectra_filtered.mgf	*..*		:95682	95681	-1	0	309.097	1	0.945828	0	0	128.263	10565100.0	CHEBI:182999 [M+H-H2O]+	MSNLIB-POSITIVE	temp/spectra_filtered.mgf1494	-1	MSNLIB-POSITIVE.mgf	0.394926				6	0	0.00012207	309.097	0	CCMSLIB00012446934
1627	spectra_filtered.mgf	*..*		:1214	3401	-1	0	493.133	1	0.945821	0	0	4760400.0	109594000.0	Spectral Match to Malvidin 3-O-galactoside cation from NIST14 Cat	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf1627	-1	GNPS-NIST14-MATCHES.mgf	1.11393				6	0	0.000549316	493.134	0	CCMSLIB00003137888
9622	spectra_filtered.mgf	*..*		:2601	4465	-1	0	782.568	1	0.945717	0	0	10148400.0	3649350.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14 M+Na	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf9622	-1	GNPS-NIST14-MATCHES.mgf	4.52362				7	0	0.00354004	782.572	0	CCMSLIB00003138952
5298	spectra_filtered.mgf	*..*		:29699	41698	-1	0	231.138	1	0.94559	0	0	468613.0	5699760.0	Massbank: dehydrocostus lactone|(3aS,6aR,9aR,9bS)-3,6,9-trimethylidene-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-2-one M+H	MASSBANK	temp/spectra_filtered.mgf5298	-1	MASSBANK.mgf	1.78243				9	0	0.000411987	231.138	0	CCMSLIB00005755250
8438	spectra_filtered.mgf	*..*		:2996	860	-1	0	496.329	1	0.945549	0	0	5179180.0	331353000.0	Spectral Match to Lyso-PC(16:0) from NIST14 M+H	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf8438	-1	GNPS-NIST14-MATCHES.mgf	22.75				9	0	0.0112915	496.34	0	CCMSLIB00003135346
372	spectra_filtered.mgf	*..*		:268	41	-1	0	290.123	1	0.945518	0	0	2359440.0	9423220.0	Arbutin (known structural isomers: 0; isobaric peaks in run: 0) [M+NH4]+	CMMC-FOOD-BIOMARKERS	temp/spectra_filtered.mgf372	-1	CMMC-FOOD-BIOMARKERS.mgf	1.89339				10	0	0.000549316	290.124	0	CCMSLIB00013576142
7811	spectra_filtered.mgf	*..*		:3211	1208	-1	0	203.107	1	0.945153	0	0	581022.0	1838650.0	Spectral Match to Bolasterone from NIST14 203.1	GNPS-NIST14-MATCHES	temp/spectra_filtered.mgf7811	-1	GNPS-NIST14-MATCHES.mgf	359.707				8	0	0.0730591	203.18	0	CCMSLIB00003135694
3087	spectra_filtered.mgf	*..*		:3349	13307	-1	0	463.088	1	0.945073	0	0	698228.0	5134080.0	Kaempferol 3-glucuronide M+H	GNPS-LIBRARY	temp/spectra_filtered.mgf3087	-1	GNPS-LIBRARY.mgf	0.790802				10	0	0.000366211	463.088	0	CCMSLIB00011430027
7217	spectra_filtered.mgf	*..*		:44681	56680	-1	0	233.154	1	0.944949	0	0	823940.0	122570000.0	Massbank:NA002715 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one M+H	MASSBANK	temp/spectra_filtered.mgf7217	-1	MASSBANK.mgf	11.4529				12	0	0.00267029	233.151	0	CCMSLIB00005770232
